Date,ALL,é¿å¯çƒê∂éYêîB,é¿å¯çƒê∂éYêîB_7ïΩãœ,é¿å¯çƒê∂éYêîB_7TMA,é¿å¯çƒê∂éYêîN,é¿å¯çƒê∂éYêîN_7ïΩãœ,é¿å¯çƒê∂éYêîN_dì˙å„,é¿å¯çƒê∂éYêîNïΩãœ_dì˙å„,ä¥êıé“_7ì˙ïΩãœ,ä¥êıé“_TMA,dI(t)/dt
2022/3/27,37613.0,1.0284875624187306,1.054199824795888,1.0215992984503344,0.9621368315664238,0.9784846267880328,1.0555718096189366,1.0264324065294683,44041.857142857145,42447.89795918367,961.795918367352
2022/3/28,20007.0,1.0170331548365046,1.0553273451156011,1.034646469269987,0.9645034122956494,0.9960023023318002,1.0517544677262929,1.0386244547091006,43872.142857142855,43409.69387755102,949.6734693877515
2022/3/29,55201.0,1.1482926427847373,1.0531922862671894,1.0464113693016452,1.0493769115662293,1.012156819014787,1.0511244452953048,1.050386913530038,44214.142857142855,44359.36734693877,165.08163265306212
2022/3/30,54730.0,1.151227618140742,1.0526116972102078,1.049049856206676,1.0555718096189366,1.0264324065294683,1.050558967637442,1.0443985901686286,44703.42857142857,44524.448979591834,197.71428571429715
2022/3/31,49664.0,1.0003811223891488,1.0508369986161967,1.0424772471176855,1.0517544677262929,1.0386244547091006,1.047481168823849,1.0377282569847068,44924.42857142857,44722.16326530613,291.67346938775154
2022/4/1,46142.0,1.0039118630653308,1.0490451062242248,1.0361451446455476,1.0511244452953048,1.050386913530038,1.0468406240422117,1.0322035077785243,44904.142857142855,45013.83673469388,306.5306122448965
2022/4/2,49567.0,1.0189479168362612,1.0281357352174234,1.0304578284139656,1.050558967637442,1.0443985901686286,1.007458648036364,1.0268474236591825,45011.0,45320.36734693878,309.12244897960045
2022/4/3,39160.0,1.0160646722606534,1.008191561172957,1.024890548953018,1.047481168823849,1.0377282569847068,1.0088794773314853,1.021567177024773,45425.857142857145,45629.48979591838,314.9183673469379
2022/4/4,19865.0,1.0044899080927,1.0110026278106334,1.0195874704003944,1.0468406240422117,1.0322035077785243,1.0130812232830153,1.0167528510276431,45913.857142857145,45944.40816326532,341.89795918366144
2022/4/5,55949.0,1.0019270457371268,1.0133810726461168,1.0146360496033258,1.007458648036364,1.0268474236591825,1.0136318564599112,1.0121965564851063,46359.857142857145,46286.30612244898,424.8163265306066
2022/4/6,57634.0,1.011618399829478,1.0136407409835742,1.013002965331082,1.0088794773314853,1.021567177024773,1.0135972411965737,1.013766295710458,46867.28571428572,46711.122448979586,384.55102040816564
2022/4/7,53080.0,1.0200585888528837,1.0137154487478324,1.014335880120455,1.0130812232830153,1.0167528510276431,1.0137808868439409,1.0148669812691251,47128.857142857145,47095.67346938775,245.00000000000728
2022/4/8,49264.0,1.020560976913715,1.014385160644743,1.0147065070026386,1.0136318564599112,1.0121965564851063,1.014946562244455,1.0145029142916864,47297.42857142857,47340.67346938776,81.44897959183436
2022/4/9,53119.0,1.0207655951984618,1.0167041453117178,1.0138139990888837,1.0135972411965737,1.013766295710458,1.018446822613825,1.0130552842447398,47984.71428571428,47422.12244897959,-179.53061224490375
2022/4/10,40991.0,1.0165876266104603,1.0175219646985665,1.011595806598498,1.0137808868439409,1.0148669812691251,1.0165842762421564,1.010007714532848,48117.71428571428,47242.59183673469,-390.95918367346894
2022/4/11,21045.0,1.0091778913710752,1.013597015985919,1.007924796099823,1.014946562244455,1.0145029142916864,1.0105327544409426,1.0056180104927133,47628.857142857145,46851.63265306122,-526.306122448972
2022/4/12,60760.0,1.0181599384059508,1.0071335172498324,1.0030771356388657,1.018446822613825,1.0130552842447398,1.0034984461312857,1.00021087480016,46930.0,46325.32653061225,-864.3265306122485
2022/4/13,58565.0,1.0173431355374198,0.9981133935508756,0.9963977087750252,1.0165842762421564,1.010007714532848,0.9922642532133328,0.9921791486921424,45610.57142857143,45461.0,-1070.2244897959245
2022/4/14,49658.0,0.9925839478643496,0.9880183752571066,0.9878497216772046,1.0105327544409426,1.0056180104927133,0.9830529585629972,0.983066615163584,44392.142857142855,44390.775510204076,-1126.8367346938758
2022/4/15,44372.0,0.9753164857611096,0.980451537418041,0.9789463170627244,1.0034984461312857,1.00021087480016,0.9770966123965809,0.9743598082979468,43613.28571428572,43263.9387755102,-1111.3877551020341
2022/4/16,43883.0,0.957624729305763,0.9699481572648344,0.9707286315533608,0.9922642532133328,0.9921791486921424,0.9622247398577,0.9666503840600076,41934.42857142857,42152.551020408166,-931.795918367352
2022/4/17,32462.0,0.9459224985540776,0.9576860550138232,0.964329002030028,0.9830529585629972,0.983066615163584,0.9527965415422496,0.9615934012710272,40626.142857142855,41220.755102040814,-729.3061224489793
2022/4/18,15593.0,0.9562100264976164,0.951273183684557,0.9605464065375048,0.9770966123965809,0.9743598082979468,0.9495851063814807,0.9591139486328316,39741.0,40491.448979591834,-595.8163265306066
2022/4/19,49008.0,0.944636277333505,0.9496097186842876,0.9589235854394442,0.9622247398577,0.9666503840600076,0.9495324764657114,0.9583415158611366,39150.28571428572,39895.63265306123,-382.897959183676
2022/4/20,49407.0,0.9315084197803422,0.9533159868875452,0.9599140510245182,0.9527965415422496,0.9615934012710272,0.9568653736904712,0.9610673344833556,39088.0,39512.73469387755,-276.02040816326917
2022/4/21,43462.0,0.9476938485594856,0.9615402068094464,0.9636667110497638,0.9495851063814807,0.9591139486328316,0.9656967900956286,0.9658355999880976,39287.0,39236.71428571428,-247.4285714285652
2022/4/22,40237.0,0.9636722307592226,0.9690917897316168,0.9687556203385964,0.9495324764657114,0.9583415158611366,0.9716895829947156,0.9712304637737084,39442.57142857143,38989.28571428572,-273.89795918368327
2022/4/23,43447.0,0.9835686067285676,0.9768814163603506,0.9740529833485916,0.9568653736904712,0.9610673344833556,0.9813054702132312,0.976405261409667,39254.142857142855,38715.387755102034,-829.5306122448892
2022/4/24,33855.0,1.0034920380073855,0.983954675190542,0.9766177635300172,0.9656967900956286,0.9658355999880976,0.9861744000754454,0.9761517804956475,38694.0,37885.857142857145,-1005.0612244898002
2022/4/25,16682.0,1.0090711069528098,0.9868955487063872,0.9752059669282716,0.9716895829947156,0.9712304637737084,0.9873491528807544,0.9732209154240228,38009.0,36880.795918367345,-1061.9591836734762
2022/4/26,47689.0,0.9991636637346414,0.9866912597542524,0.971749991919304,0.9813054702132312,0.976405261409667,0.9857560599174222,0.9689907716701054,37233.0,35818.83673469387,-1212.9795918367308
2022/4/27,45486.0,0.9810212315916812,0.9712694481575236,0.9662565231177128,0.9861744000754454,0.9761517804956475,0.9550910072923352,0.9620515424863728,33281.28571428572,34605.85714285714,-1635.5306122448965
2022/4/28,38667.0,0.9682799631704024,0.9516576305972276,0.9571027592307996,0.9873491528807544,0.9732209154240228,0.9451807345942552,0.9504022819533638,32251.571428571428,32970.32653061224,-1930.5918367346967
2022/4/29,34805.0,0.9622422080942782,0.9448999646688426,0.9440177835819898,0.9857560599174222,0.9689907716701054,0.9420785767172944,0.9353564166600776,32008.85714285714,31039.734693877544,-2145.9387755102
2022/4/30,15785.0,0.8756159255514672,0.9384271347492144,0.9279619334075282,0.9550910072923352,0.9620515424863728,0.9327308659271024,0.9177882637130392,30763.285714285714,28893.795918367345,-891.653061224486
2022/5/1,26647.0,0.8662093150853122,0.9198783279821492,0.9187679257697275,0.9451807345942552,0.9504022819533638,0.9046295763443816,0.9159733612527116,27245.285714285714,28002.14285714286,-468.9387755102034
2022/5/2,14983.0,0.9617674454541162,0.8953007191647184,0.9213149772156412,0.9420785767172944,0.9353564166600776,0.8820280958277515,0.919489942938398,24494.85714285714,27533.204081632655,-331.2040816326553
2022/5/3,38970.0,0.9538538542972436,0.8743003085330221,0.927608286341974,0.9327308659271024,0.9177882637130392,0.8627789892881536,0.9247282656391445,22211.428571428572,27202.0,68.448979591838
2022/5/4,20860.0,0.8511795842222242,0.9069113946929184,0.9373696349389892,0.9046295763443816,0.9159733612527116,0.9423866900700436,0.9349703573472918,27039.714285714286,27270.448979591838,1072.1428571428587
2022/5/5,19414.0,0.796236701448387,0.9694869907186228,0.9562959334334818,0.8820280958277515,0.919489942938398,0.9697968063940589,0.9588789332603536,28969.0,28342.591836734697,1856.693877551017
2022/5/6,18821.0,0.8152393336724046,0.9889531285531729,0.9869739087948654,0.8627789892881536,0.9247282656391445,0.9787468356225189,0.9942064351382266,29690.428571428572,30199.285714285714,2553.8163265306175
2022/5/7,49583.0,1.1038935286707414,1.0067565749283214,1.0275573877806408,0.9423866900700436,0.9349703573472918,1.004425507884134,1.04006271568766,31242.428571428572,32753.10204081633,1659.0408163265238
2022/5/8,40152.0,1.304238487265243,1.052362417443598,1.061993995973333,0.9697968063940589,0.9588789332603536,1.071989607735815,1.0636480452862789,34750.28571428572,34412.142857142855,1188.3673469387795
2022/5/9,20033.0,1.0980304102959668,1.1100465466944025,1.079856563290462,0.9787468356225189,0.9942064351382266,1.1293206089728618,1.0786468643443554,37491.71428571428,35600.510204081635,989.306122448972
2022/5/10,49834.0,1.0784779789232826,1.15838466143345,1.0918619035894748,1.004425507884134,1.04006271568766,1.1837729531341887,1.0905016059705093,40088.142857142855,36589.81632653061,645.4897959183727
2022/5/11,45415.0,1.1704204818291608,1.147967652041766,1.098886704616441,1.071989607735815,1.0636480452862789,1.1074839972603732,1.095490502916178,38653.0,37235.30612244898,79.91836734693061
2022/5/12,38604.0,1.200025606204017,1.0945249619385238,1.0951905798649733,1.1293206089728618,1.0786468643443554,1.0747885398005967,1.0858596126566014,37287.57142857143,37315.22448979591,-348.77551020407554
2022/5/13,36996.0,1.1536061368457402,1.0729905106462618,1.0787661979632388,1.1837729531341887,1.0905016059705093,1.0617300270055954,1.064663093512957,36615.57142857143,36966.448979591834,-759.5918367346894
2022/5/14,39537.0,1.030974462928952,1.0559301821170848,1.0519901881149312,1.1074839972603732,1.095490502916178,1.039347786503816,1.0327182605484608,35760.857142857145,36206.857142857145,-627.938775510207
2022/5/15,30594.0,0.9301396565425472,1.026489544183324,1.0256085464571092,1.0747885398005967,1.0858596126566014,1.0045733759187787,1.012520026093113,35309.71428571428,35578.91836734694,-509.5306122448892
2022/5/16,15329.0,0.947289251250134,0.9950758733822618,1.0076709351508033,1.0617300270055954,1.064663093512957,0.9809449749673516,0.997790516309576,35050.28571428572,35069.38775510205,-464.71428571429715
2022/5/17,43851.0,0.9590556792190428,0.9709525924952952,0.9933523107325936,1.039347786503816,1.0327182605484608,0.9601591223827148,0.9852244625896084,34771.0,34604.67346938775,-464.36734693877224
2022/5/18,42257.0,0.964336016292834,0.963296160437014,0.9815738258702892,1.0045733759187787,1.012520026093113,0.9660963560729396,0.9757661371234294,34257.42857142857,34140.30612244898,-553.4081632653106
2022/5/19,36788.0,0.980129910596582,0.9689616827943818,0.9735503956273728,0.9809449749673516,0.997790516309576,0.9716819713158382,0.970447455306675,33720.857142857145,33586.89795918367,-692.2448979591791
2022/5/20,35041.0,0.9847431706369756,0.972760139718794,0.9689727444845078,0.9601591223827148,0.9852244625896084,0.97376765096582,0.9672237990289038,33362.57142857143,32894.65306122449,-858.0204081632728
2022/5/21,35942.0,0.977379438520982,0.9734807880809544,0.966418626581513,0.9660963560729396,0.9757661371234294,0.9731395082405632,0.9653813205397996,32510.285714285714,32036.632653061217,-1007.163265306117
2022/5/22,26838.0,0.9697983130441212,0.970325532482908,0.9633947685889036,0.9716819713158382,0.970447455306675,0.9673426032014976,0.961122751304958,31435.85714285714,31029.4693877551,-1123.3265306122485
2022/5/23,12821.0,0.97387844972102,0.9630323153822068,0.9581152428297368,0.97376765096582,0.9672237990289038,0.9583793810229518,0.9547317768420174,30204.571428571428,29906.14285714285,-1162.8775510203996
2022/5/24,37885.0,0.9641002177541664,0.9530737671743322,0.9513373334737184,0.9731395082405632,0.9653813205397996,0.9472617729589884,0.9475071411617983,28764.85714285714,28743.265306122452,-1306.795918367352
