Date,ALL,ä¥êıé“_MAV,ä¥êıé“_TMA,é¿å¯çƒê∂éYêîC,é¿å¯çƒê∂éYêîK,é¿å¯çƒê∂éYêîK_7ïΩãœ,é¿å¯çƒê∂éYêîB,é¿å¯çƒê∂éYêîN,é¿å¯çƒê∂éYêîB_dì˙å„,é¿å¯çƒê∂éYêîN_dì˙å„
2022/1/25,83040.0,69510.28571428571,68962.08163265306,1.1940638825954604,1.1393917609825803,1.1369674238743952,1.1838299604302334,1.23865129508064,1.132430024930798,1.1250696285880757
2022/1/26,81333.0,74266.57142857143,72675.08163265306,1.1714083621416498,1.1212034676249842,1.121047138753037,1.1658855301759736,1.2160914941741996,1.1169783454235758,1.1093083289800003
2022/1/27,85957.0,77795.85714285714,76085.22448979593,1.1494053551971208,1.103290716992657,1.1053420936882103,1.148592969621206,1.1953219366196661,1.101707394982714,1.0943253637821841
2022/1/28,85060.0,79034.57142857143,79087.48979591836,1.12796398978964,1.0882339313449658,1.0893502725815545,1.132430024930798,1.176122624310356,1.0861864973096873,1.0799982022628556
2022/1/29,97543.0,82103.14285714286,81686.89795918367,1.1079905799928023,1.073623670127161,1.073966725441771,1.1169783454235758,1.1582728478438962,1.0714255591144137,1.0663807983505127
2022/1/30,78473.0,84576.14285714286,83675.77551020407,1.0873667021300508,1.0580153160269161,1.0600604730130765,1.101707394982714,1.1413832880459596,1.0581339212610263,1.0534844901595168
2022/1/31,41836.0,86325.85714285714,85092.67346938777,1.0667923749669972,1.0416930449716166,1.0472726203589051,1.0861864973096873,1.1250696285880757,1.0458365352561751,1.041063172457981
2022/2/1,104520.0,87706.14285714286,86328.8775510204,1.0515197963106577,1.0317069310040967,1.0354164551836873,1.0714255591144137,1.1093083289800003,1.0344079621031463,1.029509840392717
2022/2/2,98644.0,88188.71428571429,87122.95918367348,1.0377651186894667,1.0238597006241215,1.0245675613306233,1.0581339212610263,1.0943253637821841,1.023912042964249,1.0186504990849623
2022/2/3,98205.0,87714.14285714286,87518.1224489796,1.0251510614341732,1.0137757484134593,1.0132817015988904,1.0458365352561751,1.0799982022628556,1.0128449096423122,1.008461993836872
2022/2/4,94722.0,87688.0,87579.55102040817,1.01376399726617,1.0052407751184402,1.0023903146649662,1.0344079621031463,1.0663807983505127,1.0021036536743058,0.9990008950361192
2022/2/5,100921.0,87661.71428571429,87315.20408163266,1.0029793609269835,0.9976814131557126,0.9929269870632028,1.023912042964249,1.0534844901595168,0.9928426333307456,0.9902111956159293
2022/2/6,75151.0,87342.28571428571,85741.63265306123,0.9819419571321782,0.9790142979047853,0.984231521303674,1.0128449096423122,1.041063172457981,0.9843334731140966,0.9820039900628691
2022/2/7,41653.0,86755.85714285714,84298.75510204083,0.9676579029033908,0.9654533364341484,0.9766988343539179,1.0021036536743058,1.029509840392717,0.9769136367646586,0.9762532755855279
2022/2/8,104336.0,85855.71428571429,82780.4285714286,0.9585702856723426,0.9654636377917524,0.9701120641627634,0.9928426333307456,1.0186504990849623,0.9703555485704821,0.9723322190147358
2022/2/9,96408.0,77173.71428571429,81178.97959183673,0.9529135887697198,0.9629914403074196,0.9640249698448654,0.9843334731140966,1.008461993836872,0.964225169591904,0.9701980955951813
2022/2/10,94100.0,77614.0,79555.8775510204,0.9504155859810116,0.9610469397651664,0.963783901138932,0.9769136367646586,0.9990008950361192,0.9637498000996898,0.9696269394899151
2022/2/11,88421.0,77059.71428571429,77861.4693877551,0.9476916916648377,0.9591333837803594,0.9683359324751339,0.9703555485704821,0.9902111956159293,0.9679827779745422,0.9704374353099477
2022/2/12,40147.0,76451.57142857143,75981.57142857143,0.943236184282825,0.9550717529304267,0.9719270277382914,0.964225169591904,0.9820039900628691,0.9714559574409075,0.9721247840180227
2022/2/13,78233.0,75980.57142857143,76096.10204081633,0.9639511690942115,0.9773268169632514,0.9752342997355473,0.9637498000996898,0.9762532755855279,0.9747814174868316,0.974927996153886
2022/2/14,37773.0,74895.0,75777.75510204083,0.9777950713372938,0.9973175557875608,0.9780975625816086,0.9679827779745422,0.9723322190147358,0.977757384236416,0.9757437425252344
2022/2/15,100079.0,72696.42857142857,75380.89795918367,0.98502975043563,0.9906013046338558,0.9792755798448299,0.9714559574409075,0.9701980955951813,0.9791327829086915,0.9751362005404057
2022/2/16,93111.0,77975.42857142857,74727.6530612245,0.9846611621795973,0.9861423442882111,0.9798332280170754,0.9747814174868316,0.9696269394899151,0.9799320573931549,0.9731536728101917
2022/2/17,86501.0,75385.57142857143,73955.42857142857,0.9790361789166713,0.9810897796875947,0.9761099340317063,0.977757384236416,0.9704374353099477,0.9763655753556347,0.970091466253578
2022/2/18,73031.0,74281.71428571429,72290.0,0.9637603689243888,0.9673795046229094,0.9683142128194608,0.9791327829086915,0.9721247840180227,0.9687064952496459,0.9659868439305063
2022/2/19,77100.0,71878.85714285714,70921.42857142857,0.9554085667554603,0.9589752901361438,0.9620064085284026,0.9799320573931549,0.974927996153886,0.9624604567429854,0.9627071203349493
2022/2/20,60104.0,70575.0,68766.85714285714,0.9406456710156734,0.9512637590656681,0.9568536140209842,0.9763655753556347,0.9757437425252344,0.957245114693214,0.9596719237561309
2022/2/21,30046.0,63237.0,66861.0,0.9325291287057902,0.9427475073018432,0.9525710693223495,0.9687064952496459,0.9751362005404057,0.9527859715002079,0.9586995381591312
2022/2/22,83259.0,63116.42857142857,65084.16326530613,0.9303112439597029,0.9464466745964478,0.9534887690611754,0.9624604567429854,0.9731536728101917,0.9532939588021934,0.9593260814699697
2022/2/23,83984.0,62893.42857142857,63522.816326530614,0.9321105557900398,0.9500727827362829,0.9584120580827961,0.957245114693214,0.970091466253578,0.9576933832001027,0.9613767828355118
2022/2/24,35135.0,62044.57142857143,61902.32653061225,0.9337036527185143,0.9511119667971517,0.9630481431276338,0.9527859715002079,0.9659868439305063,0.9622139046075125,0.964455871464944
2022/2/25,72187.0,61843.857142857145,61858.73469387756,0.9572491609336976,0.9738034027946894,0.9681261153091015,0.9532939588021934,0.9627071203349493,0.9674852021170381,0.9686806201864039
2022/2/26,75539.0,60949.42857142857,61496.14285714286,0.9726889723260403,0.9934383132874898,0.972312291920126,0.9576933832001027,0.9596719237561309,0.9719004559497034,0.9711291704771391
2022/2/27,54162.0,59231.57142857143,60851.44897959184,0.9769959704920483,0.983716354379531,0.9754554252703694,0.9622139046075125,0.9586995381591312,0.9752805016179102,0.9724210071299657
2022/2/28,28641.0,62931.857142857145,60161.26530612245,0.9762522929969176,0.9782933125721174,0.9783058533847021,0.9674852021170381,0.9593260814699697,0.9783624795511092,0.9724886996865761
2022/3/1,76998.0,60578.28571428572,59375.79591836735,0.9709508309692556,0.9757499108736196,0.9764035451276027,0.9719004559497034,0.9613767828355118,0.976580558930636,0.9715443232646468
