Date,ALL,éÄé“êî,ä¥êıé“_7ì˙ïΩãœ,éÄñSé“_7ì˙ïΩãœ,ívéÄó¶
2022/5/29,17390.0,22.0,21668.14285714286,33.57142857142857,0.0009493858660179197
2022/5/30,8375.0,24.0,20410.0,31.285714285714285,0.0009869111779939805
2022/5/31,24867.0,36.0,19406.571428571428,30.714285714285715,0.0009937723598780973
2022/6/1,22874.0,35.0,18393.571428571428,28.428571428571427,0.0009475360180187177
2022/6/2,19362.0,24.0,17819.0,27.714285714285715,0.0009139522019032654
2022/6/3,17939.0,35.0,17567.14285714286,27.285714285714285,0.0009026591851671138
2022/6/4,17948.0,23.0,16888.85714285714,25.571428571428573,0.0008797009016934243
2022/6/5,13368.0,17.0,16229.142857142857,23.571428571428573,0.000818633146720186
2022/6/6,6612.0,21.0,15737.142857142857,23.857142857142858,0.0008533042846768337
2022/6/7,20119.0,24.0,15279.42857142857,22.0,0.0008788660757694754
2022/6/8,18256.0,21.0,14921.42857142857,20.571428571428573,0.0009286740067017713
2022/6/9,15918.0,26.0,14708.42857142857,19.857142857142858,0.0009421225924882721
2022/6/10,14735.0,22.0,14624.857142857143,19.571428571428573,0.0009572743079297478
2022/6/11,15442.0,13.0,14290.285714285714,19.714285714285715,0.0009796865003198977
2022/6/12,11877.0,12.0,14045.42857142857,20.714285714285715,0.0010171077523952888
2022/6/13,6027.0,19.0,13895.57142857143,19.428571428571427,0.0010075152412382157
2022/6/14,17777.0,25.0,13775.42857142857,19.571428571428573,0.0010474136143028996
2022/6/15,16542.0,28.0,13757.57142857143,20.571428571428573,0.0010591570356063673
2022/6/16,14869.0,17.0,13725.42857142857,20.142857142857142,0.0010095963696163536
2022/6/17,13894.0,23.0,13684.0,19.285714285714285,0.0010022132208627385
2022/6/18,15317.0,20.0,13754.42857142857,17.428571428571427,0.0011009441115069432
2022/6/19,11652.0,9.0,13861.285714285714,16.285714285714285,0.0011130692885632132
2022/6/20,5737.0,13.0,14039.0,15.857142857142858,0.001119330843670184
2022/6/21,18270.0,12.0,14184.142857142857,14.857142857142858,0.0011380918329321477
2022/6/22,17290.0,20.0,14358.57142857143,13.285714285714286,0.0011640632772858422
2022/6/23,16113.0,14.0,14553.714285714286,13.428571428571429,0.0012858769484471318
2022/6/24,14910.0,16.0,14763.285714285714,13.428571428571429,0.0014611536340148827
2022/6/25,16538.0,9.0,15453.714285714286,13.857142857142858,0.0014420943647389438
2022/6/26,13018.0,10.0,16388.85714285714,13.857142857142858,0.0014295427206638658
2022/6/27,7204.0,13.0,17373.85714285714,14.0,0.0013813858259947214
2022/6/28,23103.0,15.0,18548.285714285717,14.0,0.0012708143994824318
2022/6/29,23836.0,20.0,19740.714285714286,14.285714285714286,0.0012881282338893512
2022/6/30,23008.0,15.0,21205.14285714286,14.0,0.0013675927672532268
2022/7/1,23131.0,16.0,22574.714285714286,14.428571428571429,0.0013099358954076306
2022/7/2,24885.0,11.0,24441.0,14.571428571428571,0.0014027950691753318
2022/7/3,23269.0,8.0,27578.285714285717,13.857142857142858,0.0014089760059674272
2022/7/4,16791.0,16.0,31143.0,13.714285714285714,0.0013348562621272378
2022/7/5,36167.0,16.0,34993.142857142855,15.142857142857142,0.0013472027172670565
2022/7/6,45797.0,15.0,39294.28571428572,15.428571428571429,0.0014724060205046168
2022/7/7,47961.0,14.0,43691.0,15.714285714285714,0.0015465754634004388
2022/7/8,50082.0,26.0,46595.71428571428,16.142857142857142,0.0016893031241377195
2022/7/9,54993.0,13.0,52285.42857142857,16.714285714285715,0.001685801561757168
2022/7/10,54046.0,10.0,59238.142857142855,18.714285714285715,0.0015795807238097074
2022/7/11,37124.0,19.0,66353.42857142857,21.571428571428573,0.0015070811283301113
2022/7/12,75995.0,20.0,73954.14285714286,22.285714285714285,0.0014565010363565068
2022/7/13,94466.0,29.0,81906.57142857143,23.428571428571427,0.001344737732538467
2022/7/14,97768.0,34.0,89264.28571428571,24.0,0.0012899095782987918
2022/7/15,103287.0,31.0,94841.42857142857,23.571428571428573,0.0013149768786997848
2022/7/16,110660.0,21.0,93517.14285714286,25.428571428571427,0.0014237267422321346
2022/7/17,105550.0,14.0,101807.0,29.0,0.0014060217582568698
2022/7/18,76164.0,16.0,114441.42857142857,29.571428571428573,0.0013456665293537556
2022/7/19,66725.0,33.0,127562.71428571428,34.285714285714285,0.0012666038777564875
2022/7/20,152495.0,54.0,140459.42857142858,38.85714285714285,0.0012774405623993098
2022/7/21,186209.0,38.0,150597.57142857142,41.57142857142857,0.0012777667634556811
2022/7/22,195136.0,64.0,157793.42857142858,47.142857142857146,0.0012475623645380853
2022/7/23,200937.0,53.0,176326.0,57.85714285714285,0.001146415486898456
2022/7/24,176517.0,33.0,184492.0,67.57142857142857,0.0011552959323052336
2022/7/25,126535.0,55.0,191185.85714285716,78.71428571428571,0.0011155935772296365
2022/7/26,196453.0,108.0,194939.14285714287,88.14285714285714,0.0011329543139470635
2022/7/27,209657.0,122.0,197987.2857142857,93.57142857142856,0.0011400443462819762
2022/7/28,233066.0,116.0,201020.57142857145,100.0,0.0011597960123484164
2022/7/29,221409.0,130.0,202896.7142857143,107.71428571428572,0.00119483734510944
2022/7/30,222274.0,91.0,204980.57142857145,110.14285714285714,0.0012224155041871561
2022/7/31,197750.0,78.0,210716.0,115.14285714285714,0.0012060918826423109
2022/8/1,139668.0,109.0,211522.2857142857,124.71428571428572,0.0012507969440572286
2022/8/2,211040.0,125.0,213282.42857142855,133.14285714285714,0.0012766439134695312
2022/8/3,249805.0,157.0,214034.14285714287,143.14285714285714,0.0012941860410788932
2022/8/4,238710.0,183.0,215278.85714285716,154.0,0.0012820580881142862
2022/8/5,233730.0,189.0,215015.7142857143,161.57142857142858,0.0013042236115632746
2022/8/6,227536.0,161.0,215228.7142857143,179.42857142857142,0.0013308102145159868
2022/8/7,206463.0,154.0,215310.42857142855,192.42857142857144,0.001320352739864634
2022/8/8,137826.0,162.0,215518.85714285716,196.8571428571429,0.0013237157901993327
2022/8/9,212531.0,250.0,206242.14285714287,202.14285714285717,0.001368710149997056
2022/8/10,250377.0,248.0,199963.7142857143,213.14285714285717,0.0014073981993876032
2022/8/11,240169.0,214.0,195944.57142857145,213.28571428571428,0.0014530348232590557
2022/8/12,168793.0,226.0,196051.85714285716,220.8571428571429,0.0014580690385852721
2022/8/13,183587.0,238.0,189429.42857142855,225.7142857142857,0.0015256341223192054
2022/8/14,178329.0,155.0,186728.7142857143,233.14285714285717,0.001575241698996482
2022/8/15,138577.0,215.0,188920.0,242.42857142857144,0.0015494086688242945
2022/8/16,166174.0,284.0,202093.0,250.57142857142856,0.001442051785210628
2022/8/17,231472.0,300.0,212044.57142857145,254.14285714285717,0.001354836449479624
2022/8/18,255508.0,279.0,218873.0,264.57142857142856,0.0012792806787497773
2022/8/19,261004.0,283.0,219221.7142857143,272.2857142857143,0.0012401013455392842
2022/8/20,253248.0,263.0,225270.57142857145,277.0,0.0011211914053829868
2022/8/21,226128.0,228.0,226981.85714285716,276.0,0.001057982607798106
2022/8/22,141018.0,269.0,222040.2857142857,280.42857142857144,0.0010184766985656402
2022/8/23,208516.0,317.0,212236.42857142855,286.42857142857144,0.0010103287775425655
2022/8/24,243451.0,293.0,201790.2857142857,284.2857142857143,0.0009982074742377518
2022/8/25,220917.0,310.0,192027.42857142855,285.2857142857143,0.0009946495738703996
2022/8/26,192377.0,325.0,185581.7142857143,282.2857142857143,0.0009591462213025914
2022/8/27,180125.0,248.0,177583.57142857142,281.42857142857144,0.0009814292667034033
2022/8/28,157788.0,235.0,167057.85714285713,284.7142857142857,0.0009936677199088426
2022/8/29,95898.0,248.0,156908.0,285.85714285714283,0.0010169744600111441
2022/8/30,152529.0,311.0,147810.0,289.0,0.0009983859588081224
2022/8/31,169771.0,316.0,139659.57142857142,294.1428571428572,0.0009881170233332686
2022/9/1,149868.0,318.0,132515.7142857143,292.7142857142857,0.0009637671003977966
2022/9/2,128691.0,347.0,128533.0,291.42857142857144,0.0009224979466084861
2022/9/3,123072.0,284.0,122768.14285714286,287.2857142857143,0.000855270736824467
2022/9/4,107781.0,225.0,117053.85714285714,280.0,0.0008115922218954156
2022/9/5,68019.0,239.0,111700.0,271.85714285714283,0.000801892825169459
2022/9/6,112175.0,282.0,107526.14285714286,252.57142857142856,0.0008529487181190489
2022/9/7,129771.0,265.0,103190.28571428572,240.14285714285717,0.0007171217667222274
2022/9/8,112391.0,261.0,99431.57142857143,226.14285714285717,0.0007097487001110598
2022/9/9,99474.0,212.0,97271.28571428572,214.42857142857144,0.0007563529980217329
2022/9/10,92721.0,197.0,93753.14285714286,201.42857142857144,0.0008152107662676452
2022/9/11,81470.0,127.0,89535.71428571429,191.0,0.0009206222576785001
2022/9/12,52897.0,157.0,85744.28571428571,178.0,0.0010063144566068544
2022/9/13,87548.0,191.0,82381.0,174.28571428571428,0.0009867046319626406
2022/9/14,100249.0,192.0,79272.85714285714,166.0,0.0011425276170910596
2022/9/15,85851.0,170.0,76779.71428571429,159.57142857142858,0.0011479966806708616
2022/9/16,75931.0,186.0,74658.42857142857,147.57142857142858,0.0011117298018212469
2022/9/17,70964.0,139.0,66685.57142857143,138.0,0.0011632415664986427
